                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    157,                0.64501,                0.57014,                 1.0165,                0.72002,                      1,                0.80417,                 0.6516,                0.76397,                 1.1017,                 1.2706,             0.00086637,             0.00086637,             0.00086637
                    158,                0.63145,                0.58047,                0.99386,                 0.7254,                      1,                0.82917,                 0.6716,                0.75733,                 1.0824,                 1.2548,              0.0008639,              0.0008639,              0.0008639
                    159,                0.65366,                0.57677,                 1.0383,                0.72427,                      1,                0.82917,                0.68404,                0.74396,                 1.1248,                 1.2052,             0.00086142,             0.00086142,             0.00086142
                    160,                0.67571,                0.60641,                  1.012,                0.72417,                      1,                0.82917,                0.67469,                0.72021,                 1.0838,                 1.1717,             0.00085895,             0.00085895,             0.00085895
                    161,                0.65432,                0.54808,                0.99551,                0.72417,                      1,                0.82917,                0.67469,                0.72021,                 1.0838,                 1.1717,             0.00085647,             0.00085647,             0.00085647
                    162,                0.63457,                0.55258,                 1.0162,                0.72316,                      1,                0.82917,                0.67779,                0.70267,                 1.0602,                 1.1453,               0.000854,               0.000854,               0.000854
                    163,                 0.5971,                0.52832,                 1.0226,                0.72326,                      1,                0.82917,                0.67886,                0.76718,                 1.1091,                 1.1842,             0.00085152,             0.00085152,             0.00085152
                    164,                0.63837,                0.60339,                 1.0328,                0.72293,                      1,                0.80417,                0.65328,                0.80532,                 1.1724,                 1.2146,             0.00084905,             0.00084905,             0.00084905
                    165,                0.64705,                0.53817,                 1.0325,                0.72293,                      1,                0.80417,                0.65328,                0.80532,                 1.1724,                 1.2146,             0.00084658,             0.00084658,             0.00084658
                    166,                0.57468,                0.50453,                0.95987,                0.72377,                      1,                0.80417,                0.65327,                0.80532,                 1.1999,                 1.1723,              0.0008441,              0.0008441,              0.0008441
                    167,                 0.6284,                0.56329,                  1.055,                 0.7279,                      1,                   0.97,                0.80659,                0.77113,                 1.2243,                 1.1277,             0.00084162,             0.00084162,             0.00084162
                    168,                 0.6025,                0.56318,                 1.0093,                0.72125,                      1,                   0.92,                0.76411,                0.75762,                 1.2006,                 1.1234,             0.00083915,             0.00083915,             0.00083915
                    169,                0.60343,                0.55374,                 1.0128,                0.72125,                      1,                   0.92,                0.76411,                0.75762,                 1.2006,                 1.1234,             0.00083667,             0.00083667,             0.00083667
                    170,                0.60372,                0.49161,                0.96933,                 0.7155,                      1,                 0.8955,                0.75118,                0.78155,                 1.2542,                 1.1507,              0.0008342,              0.0008342,              0.0008342
                    171,                0.57027,                0.49574,                0.95899,                0.71934,                      1,                 0.8955,                0.73874,                0.78684,                 1.2976,                 1.1711,             0.00083172,             0.00083172,             0.00083172
                    172,                0.63722,                0.57807,                 1.0377,                0.71954,                      1,                 0.8955,                0.73875,                0.78691,                 1.3136,                 1.1972,             0.00082925,             0.00082925,             0.00082925
                    173,                0.59246,                0.57221,                0.98821,                0.71954,                      1,                 0.8955,                0.73875,                0.78691,                 1.3136,                 1.1972,             0.00082677,             0.00082677,             0.00082677
                    174,                0.64596,                0.65175,                  1.029,                0.72655,                      1,                 0.8955,                0.73875,                0.72476,                 1.1539,                 1.1909,              0.0008243,              0.0008243,              0.0008243
                    175,                0.61645,                0.54461,                 1.0016,                0.72845,                      1,                 0.8955,                0.76604,                0.63437,                 1.1078,                 1.1419,             0.00082183,             0.00082183,             0.00082183
                    176,                 0.7021,                0.53785,                 1.0242,                0.82726,                      1,                  0.995,                0.85388,                0.62233,                 1.0835,                 1.0993,             0.00081935,             0.00081935,             0.00081935
                    177,                0.61945,                0.55022,                 1.0001,                0.82726,                      1,                  0.995,                0.85388,                0.62233,                 1.0835,                 1.0993,             0.00081688,             0.00081688,             0.00081688
                    178,                0.60582,                0.52774,                 1.0042,                0.89172,                      1,                  0.995,                0.84244,                0.64044,                 1.0737,                 1.0889,              0.0008144,              0.0008144,              0.0008144
                    179,                 0.5824,                0.55489,                 1.0047,                0.88838,                      1,                  0.995,                0.82494,                0.67948,                 1.0885,                 1.1008,             0.00081193,             0.00081193,             0.00081193
                    180,                0.52664,                 0.5228,                  1.015,                 0.7082,                      1,                0.88667,                0.71247,                0.72145,                 1.1996,                 1.1346,             0.00080945,             0.00080945,             0.00080945
                    181,                0.60043,                0.50862,                0.98732,                 0.7082,                      1,                0.88667,                0.71247,                0.72145,                 1.1996,                 1.1346,             0.00080698,             0.00080698,             0.00080698
                    182,                 0.5996,                0.60232,                0.99797,                0.68738,                0.97884,                0.82917,                0.62266,                 0.7156,                 1.2653,                 1.1623,              0.0008045,              0.0008045,              0.0008045
                    183,                0.62184,                0.58497,                0.97937,                0.69833,                      1,                0.82917,                0.69226,                0.73181,                 1.1399,                 1.1601,             0.00080202,             0.00080202,             0.00080202
                    184,                0.63693,                0.58501,                 1.0343,                0.71755,                      1,                0.82917,                0.67884,                0.72849,                 1.0005,                 1.1479,             0.00079955,             0.00079955,             0.00079955
                    185,                0.63732,                0.50939,                 1.0147,                0.71755,                      1,                0.82917,                0.67884,                0.72849,                 1.0005,                 1.1479,             0.00079708,             0.00079708,             0.00079708
                    186,                0.64111,                0.50886,                 1.0125,                0.79373,                      1,                0.82917,                0.69957,                0.69727,                0.97404,                 1.1769,              0.0007946,              0.0007946,              0.0007946
                    187,                0.62814,                0.50801,                 1.0075,                0.81627,                      1,                0.82917,                0.70577,                0.65785,                 1.0176,                 1.1226,             0.00079213,             0.00079213,             0.00079213
                    188,                0.61495,                0.50481,                0.99594,                0.81021,                      1,                0.82917,                0.71806,                0.61736,                 1.0924,                 1.1077,             0.00078965,             0.00078965,             0.00078965
                    189,                0.61995,                0.51814,                0.99953,                0.81021,                      1,                0.82917,                0.71806,                0.61736,                 1.0924,                 1.1077,             0.00078717,             0.00078717,             0.00078717
                    190,                 0.6393,                0.51787,                 1.0407,                0.81319,                      1,                0.82917,                0.73982,                0.59082,                 1.1619,                 1.0586,              0.0007847,              0.0007847,              0.0007847
                    191,                0.59172,                0.51487,                0.97918,                 0.8156,                      1,                0.91167,                0.81617,                 0.6093,                 1.2246,                 1.0547,             0.00078222,             0.00078222,             0.00078222
                    192,                0.61394,                0.52802,                 1.0014,                0.77896,                      1,                0.91167,                0.78518,                0.65922,                 1.2542,                 1.1162,             0.00077975,             0.00077975,             0.00077975
                    193,                0.58363,                0.49452,                 0.9903,                0.77896,                      1,                0.91167,                0.78518,                0.65922,                 1.2542,                 1.1162,             0.00077728,             0.00077728,             0.00077728
                    194,                0.58827,                0.49601,                0.97961,                0.72411,                      1,                0.86167,                0.74142,                0.73167,                 1.3502,                 1.2151,              0.0007748,              0.0007748,              0.0007748
                    195,                0.53674,                0.50005,                0.97504,                0.72357,                      1,                0.83667,                0.67928,                0.79134,                 1.4073,                 1.2651,             0.00077232,             0.00077232,             0.00077232
                    196,                0.58659,                0.46623,                0.99696,                0.72255,                      1,                0.81217,                0.65968,                0.78304,                 1.3849,                 1.2331,             0.00076985,             0.00076985,             0.00076985
                    197,                0.57697,                0.48992,                0.98964,                0.72255,                      1,                0.81217,                0.65968,                0.78304,                 1.3849,                 1.2331,             0.00076738,             0.00076738,             0.00076738
                    198,                0.63295,                0.52754,                 1.0057,                0.72826,                      1,                 0.8955,                0.72634,                0.75667,                 1.3751,                 1.2239,              0.0007649,              0.0007649,              0.0007649
                    199,                0.55398,                0.47463,                0.97081,                0.72892,                      1,                 0.8955,                0.74044,                 0.7714,                  1.316,                 1.2918,             0.00076243,             0.00076243,             0.00076243
                    200,                0.60512,                0.49738,                 1.0011,                0.72665,                      1,                 0.8955,                0.72883,                0.80154,                  1.322,                 1.3291,             0.00075995,             0.00075995,             0.00075995
                    201,                0.59268,                 0.4884,                 1.0178,                0.72665,                      1,                 0.8955,                0.72883,                0.80154,                  1.322,                 1.3291,             0.00075747,             0.00075747,             0.00075747
                    202,                0.57602,                 0.5578,                 0.9763,                0.72136,                      1,                0.83667,                0.67056,                0.86729,                 1.3719,                 1.3681,               0.000755,               0.000755,               0.000755
                    203,                0.66605,                0.54856,                  1.041,                 0.7215,                      1,                0.83667,                0.68176,                0.88543,                 1.3781,                 1.3769,             0.00075252,             0.00075252,             0.00075252
                    204,                0.55909,                 0.4925,                0.94712,                0.72342,                      1,                0.86167,                0.70052,                0.85827,                  1.341,                  1.312,             0.00075005,             0.00075005,             0.00075005
                    205,                0.60978,                0.55002,                 1.0446,                0.72342,                      1,                0.86167,                0.70052,                0.85827,                  1.341,                  1.312,             0.00074757,             0.00074757,             0.00074757
                    206,                0.60402,                0.48614,                 1.0016,                0.72863,                      1,                  0.995,                0.80844,                0.83114,                 1.2977,                 1.2633,              0.0007451,              0.0007451,              0.0007451
                    207,                0.58061,                  0.473,                0.97662,                0.80374,                      1,                  0.995,                0.80844,                0.75916,                 1.2098,                  1.206,             0.00074263,             0.00074263,             0.00074263
                    208,                0.53924,                0.46441,                0.97931,                0.77514,                      1,                  0.995,                0.83645,                  0.674,                 1.1139,                  1.144,             0.00074015,             0.00074015,             0.00074015
                    209,                0.57144,                0.48303,                0.97199,                0.77514,                      1,                  0.995,                0.83645,                  0.674,                 1.1139,                  1.144,             0.00073768,             0.00073768,             0.00073768
                    210,                0.59034,                0.50904,                 1.0132,                0.72958,                      1,                   0.97,                0.80419,                0.64197,                 1.1519,                 1.0583,              0.0007352,              0.0007352,              0.0007352
                    211,                0.58304,                0.46287,                0.98227,                0.72746,                      1,                 0.8955,                 0.7587,                0.65699,                 1.1564,                 1.0483,             0.00073273,             0.00073273,             0.00073273
                    212,                0.56492,                0.48693,                 1.0156,                0.72878,                      1,                 0.8955,                0.73447,                0.68237,                 1.2019,                 1.0595,             0.00073025,             0.00073025,             0.00073025
                    213,                0.60464,                0.52179,                 0.9826,                0.72878,                      1,                 0.8955,                0.73447,                0.68237,                 1.2019,                 1.0595,             0.00072778,             0.00072778,             0.00072778
                    214,                0.55686,                0.44172,                0.98319,                0.72317,                      1,                0.81217,                0.67609,                0.70805,                 1.2794,                 1.0778,              0.0007253,              0.0007253,              0.0007253
                    215,                 0.5832,                0.51092,                 1.0109,                0.72315,                      1,                0.81217,                 0.6829,                0.71145,                   1.28,                 1.0883,             0.00072283,             0.00072283,             0.00072283
                    216,                    0.6,                0.51564,                 1.0166,                0.72163,                      1,                0.81217,                0.68349,                0.69916,                 1.2194,                  1.081,             0.00072035,             0.00072035,             0.00072035
                    217,                0.60968,                0.50025,                 1.0147,                0.72163,                      1,                0.81217,                0.68349,                0.69916,                 1.2194,                  1.081,             0.00071788,             0.00071788,             0.00071788
                    218,                0.64103,                 0.4962,                  1.021,                0.72826,                      1,                 0.8955,                 0.7344,                0.67657,                 1.1484,                 1.0672,              0.0007154,              0.0007154,              0.0007154
                    219,                0.58665,                0.45855,                 1.0062,                0.74766,                      1,                 0.8955,                0.75931,                0.68002,                 1.0951,                 1.0721,             0.00071293,             0.00071293,             0.00071293
                    220,                 0.5689,                 0.4665,                 1.0183,                0.80464,                      1,                 0.8955,                0.72947,                0.70861,                 1.0231,                 1.1096,             0.00071045,             0.00071045,             0.00071045
                    221,                0.57845,                0.53861,                 1.0295,                0.80464,                      1,                 0.8955,                0.72947,                0.70861,                 1.0231,                 1.1096,             0.00070798,             0.00070798,             0.00070798
                    222,                0.59759,                  0.515,                 1.0048,                0.84694,                      1,                   0.92,                0.74846,                 0.7191,                 1.0346,                 1.1342,              0.0007055,              0.0007055,              0.0007055
                    223,                0.59047,                0.49619,                 0.9715,                0.83262,                      1,                   0.97,                0.78719,                0.69245,                 1.0445,                 1.1186,             0.00070303,             0.00070303,             0.00070303
                    224,                0.62952,                0.53336,                 1.0685,                0.82408,                      1,                   0.97,                0.82325,                0.69383,                 1.0874,                 1.1096,             0.00070055,             0.00070055,             0.00070055
                    225,                0.55827,                0.45161,                0.97982,                0.82408,                      1,                   0.97,                0.82325,                0.69383,                 1.0874,                 1.1096,             0.00069808,             0.00069808,             0.00069808
                    226,                0.55989,                0.47951,                0.97494,                0.79375,                      1,                   0.97,                0.82325,                0.71625,                 1.1483,                 1.1193,              0.0006956,              0.0006956,              0.0006956
                    227,                0.61663,                 0.5022,                 1.0433,                0.74256,                      1,                  0.995,                0.82707,                0.71826,                 1.1515,                 1.1269,             0.00069313,             0.00069313,             0.00069313
                    228,                0.54036,                0.46927,                0.99804,                0.72521,                      1,                   0.97,                0.80416,                0.69251,                 1.1237,                 1.1122,             0.00069065,             0.00069065,             0.00069065
                    229,                0.54247,                0.43789,                 1.0058,                0.72521,                      1,                   0.97,                0.80416,                0.69251,                 1.1237,                 1.1122,             0.00068818,             0.00068818,             0.00068818
                    230,                0.54975,                0.48344,                0.97212,                0.72677,                      1,                  0.945,                 0.7908,                0.66592,                 1.0735,                 1.1056,              0.0006857,              0.0006857,              0.0006857
                    231,                0.52002,                0.42284,                0.97075,                0.72946,                      1,                 0.8955,                0.74132,                 0.7133,                 1.1044,                  1.137,             0.00068323,             0.00068323,             0.00068323
                    232,                0.56469,                0.55767,                0.97847,                0.76476,                      1,                   0.92,                0.77954,                0.75769,                  1.098,                 1.1465,             0.00068075,             0.00068075,             0.00068075
                    233,                0.50325,                0.43573,                0.97649,                0.76476,                      1,                   0.92,                0.77954,                0.75769,                  1.098,                 1.1465,             0.00067827,             0.00067827,             0.00067827
                    234,                0.55698,                0.44521,                0.96617,                0.77767,                      1,                   0.92,                0.75339,                0.79398,                 1.1503,                 1.1553,              0.0006758,              0.0006758,              0.0006758
                    235,                0.54951,                0.46626,                0.99185,                 0.7474,                      1,                   0.92,                0.75465,                0.80997,                 1.1986,                 1.1586,             0.00067333,             0.00067333,             0.00067333
                    236,                0.59866,                 0.4682,                 1.0179,                0.72988,                      1,                   0.92,                0.75462,                0.77453,                 1.1962,                 1.1145,             0.00067085,             0.00067085,             0.00067085
                    237,                 0.5777,                0.46896,                  1.005,                0.72988,                      1,                   0.92,                0.75462,                0.77453,                 1.1962,                 1.1145,             0.00066838,             0.00066838,             0.00066838
                    238,                0.52975,                0.45659,                0.94169,                0.72827,                      1,                   0.97,                0.80083,                0.75083,                 1.1735,                 1.1276,              0.0006659,              0.0006659,              0.0006659
                    239,                0.50736,                0.41571,                0.94692,                0.72725,                      1,                  0.945,                0.78096,                0.73457,                  1.122,                 1.1682,             0.00066343,             0.00066343,             0.00066343
                    240,                0.53549,                0.46281,                0.98676,                0.72655,                      1,                   0.92,                  0.751,                0.73655,                 1.1396,                 1.1868,             0.00066095,             0.00066095,             0.00066095
                    241,                0.52046,                0.45123,                0.97901,                0.72655,                      1,                   0.92,                  0.751,                0.73655,                 1.1396,                 1.1868,             0.00065848,             0.00065848,             0.00065848
                    242,                0.59805,                0.48453,                 1.0061,                0.72178,                      1,                   0.92,                0.76349,                0.72468,                  1.169,                 1.2072,               0.000656,               0.000656,               0.000656
                    243,                0.59365,                0.51569,                 1.0153,                0.72154,                      1,                 0.8955,                0.74006,                0.77168,                 1.1096,                 1.2019,             0.00065353,             0.00065353,             0.00065353
                    244,                0.53891,                 0.4267,                0.98491,                 0.7217,                      1,                0.81217,                0.66804,                0.73311,                 1.1059,                  1.155,             0.00065105,             0.00065105,             0.00065105
                    245,                0.60892,                0.48782,                 1.0082,                 0.7217,                      1,                0.81217,                0.66804,                0.73311,                 1.1059,                  1.155,             0.00064857,             0.00064857,             0.00064857
                    246,                 0.5913,                0.51359,                0.97662,                0.72118,                      1,                0.83667,                0.69072,                0.66863,                 1.0473,                 1.1184,              0.0006461,              0.0006461,              0.0006461
                    247,                0.52079,                0.45407,                0.94717,                0.72155,                      1,                0.83667,                0.69173,                 0.7078,                 1.0656,                 1.1615,             0.00064362,             0.00064362,             0.00064362
                    248,                0.51311,                0.45076,                0.96949,                0.71934,                      1,                0.75417,                0.61577,                0.79983,                 1.1042,                 1.2504,             0.00064115,             0.00064115,             0.00064115
                    249,                0.57707,                0.48253,                0.96773,                0.71934,                      1,                0.75417,                0.61577,                0.79983,                 1.1042,                 1.2504,             0.00063868,             0.00063868,             0.00063868
                    250,                0.57823,                0.46269,                 0.9893,                0.71431,                      1,                0.75417,                0.58596,                0.88397,                 1.2238,                 1.3223,              0.0006362,              0.0006362,              0.0006362
                    251,                0.57604,                0.46857,                0.99924,                0.70736,                      1,                0.72967,                0.56881,                0.91427,                 1.2781,                 1.3278,             0.00063373,             0.00063373,             0.00063373
                    252,                0.63214,                0.50802,                 1.0177,                0.69729,                      1,                0.75417,                0.59678,                0.85219,                 1.3085,                 1.2615,             0.00063125,             0.00063125,             0.00063125
                    253,                0.55964,                0.46035,                0.99277,                0.69729,                      1,                0.75417,                0.59678,                0.85219,                 1.3085,                 1.2615,             0.00062878,             0.00062878,             0.00062878
                    254,                0.54807,                0.47236,                0.99568,                0.68801,                      1,                   0.92,                 0.7211,                0.81214,                 1.3824,                 1.2106,              0.0006263,              0.0006263,              0.0006263
                    255,                0.53191,                0.42397,                0.95302,                0.68981,                      1,                   0.92,                 0.7211,                0.78721,                 1.3518,                 1.1806,             0.00062383,             0.00062383,             0.00062383
                    256,                0.65801,                0.49628,                 1.0227,                0.69815,                      1,                  0.945,                0.78206,                0.75266,                 1.3038,                 1.1594,             0.00062135,             0.00062135,             0.00062135
                    257,                0.55932,                0.47294,                0.98952,                0.69815,                      1,                  0.945,                0.78206,                0.75266,                 1.3038,                 1.1594,             0.00061887,             0.00061887,             0.00061887
                    258,                0.58117,                0.43869,                0.98401,                0.70788,                      1,                  0.945,                0.78207,                0.74598,                 1.2732,                 1.1651,              0.0006164,              0.0006164,              0.0006164
                    259,                0.55085,                0.44742,                0.97639,                0.71322,                      1,                  0.945,                0.77461,                0.74901,                 1.2657,                 1.1733,             0.00061392,             0.00061392,             0.00061392
                    260,                0.55438,                0.41778,                 1.0333,                0.71751,                      1,                0.77917,                0.64195,                 0.7686,                 1.2602,                 1.1679,             0.00061145,             0.00061145,             0.00061145
                    261,                0.54858,                0.47791,                 1.0062,                0.71751,                      1,                0.77917,                0.64195,                 0.7686,                 1.2602,                 1.1679,             0.00060897,             0.00060897,             0.00060897
                    262,                0.56007,                0.42461,                0.98808,                0.71814,                      1,                0.77917,                0.64196,                0.76413,                 1.2426,                 1.1423,              0.0006065,              0.0006065,              0.0006065
                    263,                0.56819,                0.43756,                0.98227,                0.71907,                      1,                0.82917,                0.69445,                0.70193,                 1.2373,                  1.082,             0.00060403,             0.00060403,             0.00060403
                    264,                0.55949,                0.42591,                0.97347,                 0.7171,                      1,                0.82917,                0.72865,                 0.6384,                 1.1944,                 1.0385,             0.00060155,             0.00060155,             0.00060155
                    265,                0.55989,                0.45105,                0.97308,                 0.7171,                      1,                0.82917,                0.72865,                 0.6384,                 1.1944,                 1.0385,             0.00059908,             0.00059908,             0.00059908
                    266,                0.56654,                 0.4478,                0.99533,                0.71653,                      1,                0.82917,                0.69238,                0.63434,                 1.1254,                 1.0471,              0.0005966,              0.0005966,              0.0005966
                    267,                0.61029,                0.45843,                 1.0437,                0.71711,                      1,                0.82917,                 0.7049,                0.62573,                 1.0802,                 1.0551,             0.00059413,             0.00059413,             0.00059413
                    268,                0.57842,                0.45854,                0.98695,                0.71876,                      1,                0.82917,                0.69663,                0.62971,                 1.0984,                 1.0545,             0.00059165,             0.00059165,             0.00059165
                    269,                0.57291,                 0.4464,                0.99445,                0.71876,                      1,                0.82917,                0.69663,                0.62971,                 1.0984,                 1.0545,             0.00058917,             0.00058917,             0.00058917
                    270,                0.52373,                0.41304,                0.95261,                0.71799,                      1,                0.82917,                0.71737,                0.64853,                 1.0874,                  1.058,              0.0005867,              0.0005867,              0.0005867
                    271,                0.53931,                0.41846,                0.98219,                0.72138,                      1,                0.82917,                0.71322,                0.67833,                 1.0868,                 1.0692,             0.00058422,             0.00058422,             0.00058422
                    272,                0.50759,                0.40677,                0.95956,                0.72077,                      1,                0.75417,                0.64699,                0.70132,                 1.1076,                 1.0934,             0.00058175,             0.00058175,             0.00058175
                    273,                0.51135,                0.41813,                0.97264,                0.72077,                      1,                0.75417,                0.64699,                0.70132,                 1.1076,                 1.0934,             0.00057927,             0.00057927,             0.00057927
                    274,                0.52165,                0.43545,                0.96961,                0.72203,                      1,                0.75417,                0.64611,                0.71354,                 1.0957,                 1.1132,              0.0005768,              0.0005768,              0.0005768
                    275,                0.52036,                0.41028,                0.96096,                0.72199,                      1,                0.75417,                0.62082,                0.71771,                 1.0867,                 1.1236,             0.00057432,             0.00057432,             0.00057432
                    276,                0.49718,                0.41385,                0.97838,                 0.7219,                      1,                0.72967,                0.60474,                0.69208,                 1.0895,                 1.1196,             0.00057185,             0.00057185,             0.00057185
                    277,                0.50008,                 0.4239,                 0.9579,                 0.7219,                      1,                0.72967,                0.60474,                0.69208,                 1.0895,                 1.1196,             0.00056938,             0.00056938,             0.00056938
